2025-02-04T11:55:45.743Z,0wDEiGfq4pw7FAkYKpkwMo,Trojans,Atlas Genius,217386
2025-02-04T11:59:16.243Z,6zjV8il4asMi4lpg9PWDkj,Do You,Spoon,213466
2025-02-04T12:02:44.339Z,1Hb1IJ9bBCa6wo3fRtexnJ,Shake Me Down,Cage The Elephant,211373
2025-02-04T12:06:56.733Z,48bo7uexDvAThcRDvEB2W7,Simple Song,The Shins,255400
2025-02-04T12:12:46.828Z,7rL602DQps4QmrrjbinLzP,Afterlife,Arcade Fire,353086
2025-02-04T12:15:53Z,0Z57YWES04xGh3AImDz6Qr,Real Love Baby,Father John Misty,189293
2025-02-04T12:19:51.522Z,4esUVfYnFcCCVHntx9FQCb,Lisztomania,Phoenix,241640
2025-02-04T12:24:14.413Z,44DnIGEvTlhDkGv3xLSDcp,Wide Eyes,Local Natives,266053
2025-02-04T12:28:11.524Z,3hhbDnFUb2bicI2df6VurK,River,Leon Bridges,240200
2025-02-04T12:31:19.017Z,5sHPMdCjomrXVrrGuX5Gpb,We Will Become Silhouettes - Remastered,The Shins,181440
2025-02-04T12:33:53.549Z,4dneV7C1yDt9UtyxrQY375,Boys Don't Cry - Single Version,The Cure,157533
2025-02-04T12:37:32.967Z,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,222640
2025-02-04T12:42:01.248Z,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,Kanye West,271386
2025-02-04T13:41:47.670Z,49hvfrBDG4ig00wPmXLJRg,Armistice,Phoenix,185106
2025-02-04T13:45:20.334Z,4pfrrhvplbJZAIsfosGWQP,the 1,Taylor Swift,210240
2025-02-04T13:49:19.917Z,0KRYCBwIpWYFNrXOmXbyUh,cardigan,Taylor Swift,239560
2025-02-04T13:53:10.915Z,2olxzvoFI9IpxqFeUv7WOX,the last great american dynasty,Taylor Swift,231000
2025-02-04T15:33:07.851Z,5S4aYQAJOwJMAamANWlICO,exile (feat. Bon Iver),Taylor Swift,285640
2025-02-04T15:37:44.870Z,2Xcvt8NRLw0xbB3ClfW8MI,Temporary Fix,One Direction,175013
2025-02-04T15:44:49.344Z,6aBUnkXuCEQQHAlTokv9or,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,296146
2025-02-04T16:01:57.012Z,0SzvmWfOhoxZVGrmvb56YL,Baby I'm Yours,Arctic Monkeys,152613
2025-02-04T16:05:33.322Z,4nsd2DbMYqRwkvIQ51r4cp,For Cryin' Out Loud!,FINNEAS,217240
